"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT"
"05/12/2022","18:05:00","112.094,8776","112.135,7732","112.043,7581","112.089,7657","104.710,0000"
"05/12/2022","18:00:00","112.130,6613","112.151,1091","112.033,5342","112.094,8776","104.710,0000"
"05/12/2022","17:55:00","112.089,7657","112.145,9971","111.982,4147","112.130,6613","104.710,0000"
"05/12/2022","17:50:00","112.099,9896","112.125,5493","112.053,9820","112.089,7657","104.710,0000"
"05/12/2022","17:45:00","112.115,3254","112.145,9971","112.064,2059","112.094,8776","104.710,0000"
"05/12/2022","17:40:00","112.120,4374","112.151,1091","112.064,2059","112.115,3254","104.710,0000"
"05/12/2022","17:35:00","112.105,1015","112.202,2286","112.084,6537","112.120,4374","104.710,0000"
"05/12/2022","17:30:00","111.992,6386","112.176,6688","111.987,5266","112.105,1015","104.710,0000"
"05/12/2022","17:25:00","112.033,5342","112.084,6537","111.967,0788","111.997,7505","104.710,0000"
"05/12/2022","17:20:00","112.268,6840","112.278,9079","111.972,1908","112.038,6461","104.710,0000"
"05/12/2022","17:15:00","112.442,4903","112.473,1620","112.248,2362","112.273,7959","104.710,0000"
"05/12/2022","17:10:00","112.468,0501","112.498,7218","112.401,5947","112.442,4903","104.710,0000"
"05/12/2022","17:05:00","112.442,4903","112.493,6099","112.319,8035","112.468,0501","104.710,0000"
"05/12/2022","17:00:00","112.401,5947","112.447,6023","112.370,9230","112.437,3784","104.710,0000"
"05/12/2022","16:55:00","112.381,1469","112.452,7142","112.309,5796","112.401,5947","104.710,0000"
"05/12/2022","16:50:00","112.258,4601","112.381,1469","112.232,9003","112.376,0350","104.710,0000"
"05/12/2022","16:45:00","112.268,6840","112.273,7959","112.181,7808","112.258,4601","104.710,0000"
"05/12/2022","16:40:00","112.294,2437","112.324,9154","112.222,6764","112.273,7959","104.710,0000"
"05/12/2022","16:35:00","112.432,2664","112.483,3859","112.278,9079","112.294,2437","104.710,0000"
"05/12/2022","16:30:00","112.457,8262","112.483,3859","112.350,4752","112.437,3784","104.710,0000"
"05/12/2022","16:25:00","112.457,8262","112.503,8338","112.391,3708","112.457,8262","104.710,0000"
"05/12/2022","16:20:00","112.529,3935","112.549,8413","112.447,6023","112.462,9381","104.710,0000"
"05/12/2022","16:15:00","112.600,9608","112.611,1847","112.488,4979","112.529,3935","104.710,0000"
"05/12/2022","16:10:00","112.493,6099","112.611,1847","112.462,9381","112.600,9608","104.710,0000"
"05/12/2022","16:05:00","112.549,8413","112.549,8413","112.401,5947","112.498,7218","104.710,0000"
"05/12/2022","16:00:00","112.713,4238","112.759,4313","112.529,3935","112.549,8413","104.710,0000"
"05/12/2022","15:55:00","112.744,0955","112.784,9911","112.692,9760","112.713,4238","104.710,0000"
"05/12/2022","15:50:00","112.825,8867","112.825,8867","112.677,6401","112.749,2074","104.710,0000"
"05/12/2022","15:45:00","112.815,6628","112.846,3345","112.738,9835","112.825,8867","104.710,0000"
"05/12/2022","15:40:00","112.815,6628","112.897,4540","112.754,3194","112.810,5509","104.710,0000"
"05/12/2022","15:35:00","112.815,6628","112.836,1106","112.738,9835","112.810,5509","104.710,0000"
"05/12/2022","15:30:00","112.744,0955","112.836,1106","112.733,8716","112.810,5509","104.710,0000"
"05/12/2022","15:25:00","112.682,7521","112.754,3194","112.662,3043","112.744,0955","104.710,0000"
"05/12/2022","15:20:00","112.733,8716","112.738,9835","112.662,3043","112.682,7521","104.710,0000"
"05/12/2022","15:15:00","112.759,4313","112.779,8791","112.652,0804","112.728,7596","104.710,0000"
"05/12/2022","15:10:00","112.682,7521","112.759,4313","112.677,6401","112.759,4313","104.710,0000"
"05/12/2022","15:05:00","112.759,4313","112.774,7672","112.611,1847","112.687,8640","104.710,0000"
"05/12/2022","15:00:00","112.887,2301","112.912,7899","112.754,3194","112.759,4313","104.710,0000"
"05/12/2022","14:55:00","112.830,9987","112.902,5660","112.744,0955","112.887,2301","104.710,0000"
"05/12/2022","14:50:00","112.938,3497","112.958,7975","112.795,2150","112.830,9987","104.710,0000"
"05/12/2022","14:45:00","112.830,9987","112.963,9094","112.825,8867","112.938,3497","104.710,0000"
"05/12/2022","14:40:00","112.856,5584","112.902,5660","112.790,1031","112.830,9987","104.710,0000"
"05/12/2022","14:35:00","112.953,6855","112.994,5811","112.810,5509","112.856,5584","104.710,0000"
"05/12/2022","14:30:00","113.015,0289","113.045,7006","112.928,1257","112.953,6855","104.710,0000"
"05/12/2022","14:25:00","112.989,4692","113.050,8126","112.943,4616","113.015,0289","104.710,0000"
"05/12/2022","14:20:00","112.938,3497","113.004,8050","112.897,4540","112.989,4692","104.710,0000"
"05/12/2022","14:15:00","112.877,0062","112.953,6855","112.815,6628","112.938,3497","104.710,0000"
"05/12/2022","14:10:00","112.892,3421","112.912,7899","112.790,1031","112.882,1182","104.710,0000"
"05/12/2022","14:05:00","112.784,9911","112.907,6779","112.769,6552","112.887,2301","104.710,0000"
"05/12/2022","14:00:00","112.841,2226","112.846,3345","112.672,5282","112.784,9911","104.710,0000"
"05/12/2022","13:55:00","112.958,7975","112.958,7975","112.738,9835","112.841,2226","104.710,0000"
"05/12/2022","13:50:00","112.943,4616","113.009,9170","112.907,6779","112.953,6855","104.710,0000"
"05/12/2022","13:45:00","113.030,3648","113.030,3648","112.917,9018","112.943,4616","104.710,0000"
"05/12/2022","13:40:00","113.112,1560","113.142,8277","113.025,2528","113.030,3648","104.710,0000"
"05/12/2022","13:35:00","113.050,8126","113.137,7158","113.009,9170","113.112,1560","104.710,0000"
"05/12/2022","13:30:00","113.066,1484","113.142,8277","112.989,4692","113.055,9245","104.710,0000"
"05/12/2022","13:25:00","112.989,4692","113.107,0441","112.882,1182","113.066,1484","104.710,0000"
"05/12/2022","13:20:00","113.035,4767","113.112,1560","112.923,0138","112.989,4692","104.710,0000"
"05/12/2022","13:15:00","113.173,4994","113.193,9472","113.004,8050","113.035,4767","104.710,0000"
"05/12/2022","13:10:00","113.204,1711","113.280,8504","113.158,1636","113.168,3875","104.710,0000"
"05/12/2022","13:05:00","113.301,2982","113.362,6416","113.163,2755","113.199,0592","104.710,0000"
"05/12/2022","13:00:00","113.423,9851","113.439,3209","113.234,8429","113.296,1863","104.710,0000"
"05/12/2022","12:55:00","113.413,7612","113.562,0078","113.367,7536","113.429,0970","104.710,0000"
"05/12/2022","12:50:00","113.306,4102","113.439,3209","113.270,6265","113.413,7612","104.710,0000"
"05/12/2022","12:45:00","113.377,9775","113.454,6568","113.280,8504","113.311,5221","104.710,0000"
"05/12/2022","12:40:00","113.316,6341","113.475,1046","113.280,8504","113.372,8656","104.710,0000"
"05/12/2022","12:35:00","113.301,2982","113.388,2014","113.234,8429","113.316,6341","104.710,0000"
"05/12/2022","12:30:00","113.101,9321","113.331,9699","113.066,1484","113.301,2982","104.710,0000"
"05/12/2022","12:25:00","113.004,8050","113.199,0592","112.948,5736","113.096,8202","104.710,0000"
"05/12/2022","12:20:00","113.188,8353","113.234,8429","112.999,6931","113.009,9170","104.710,0000"
"05/12/2022","12:15:00","113.153,0516","113.224,6189","113.055,9245","113.193,9472","104.710,0000"
"05/12/2022","12:10:00","113.163,2755","113.418,8731","113.137,7158","113.153,0516","104.710,0000"
"05/12/2022","12:05:00","113.071,2604","113.255,2907","112.958,7975","113.163,2755","104.710,0000"
"05/12/2022","12:00:00","113.091,7082","113.142,8277","112.805,4389","113.071,2604","104.710,0000"
"05/12/2022","11:55:00","113.285,9624","113.321,7460","113.040,5887","113.086,5963","104.710,0000"
"05/12/2022","11:50:00","113.331,9699","113.372,8656","113.260,4026","113.280,8504","104.710,0000"
"05/12/2022","11:45:00","113.541,5600","113.577,3436","113.321,7460","113.337,0819","104.710,0000"
"05/12/2022","11:40:00","113.393,3134","113.592,6795","113.296,1863","113.531,3361","104.710,0000"
"05/12/2022","11:35:00","113.408,6492","113.648,9109","113.377,9775","113.393,3134","104.710,0000"
"05/12/2022","11:30:00","113.275,7385","113.449,5448","113.193,9472","113.403,5373","104.710,0000"
"05/12/2022","11:25:00","113.372,8656","113.372,8656","113.219,5070","113.275,7385","104.710,0000"
"05/12/2022","11:20:00","113.490,4404","113.562,0078","113.367,7536","113.372,8656","104.710,0000"
"05/12/2022","11:15:00","113.587,5675","113.633,5751","113.383,0895","113.490,4404","104.710,0000"
"05/12/2022","11:10:00","113.786,9336","113.812,4934","113.551,7839","113.582,4556","104.710,0000"
"05/12/2022","11:05:00","113.878,9488","113.996,5237","113.776,7097","113.786,9336","104.710,0000"
"05/12/2022","11:00:00","113.930,0683","113.935,1802","113.730,7022","113.884,0607","104.710,0000"
"05/12/2022","10:55:00","113.884,0607","114.047,6432","113.848,2771","113.930,0683","104.710,0000"
"05/12/2022","10:50:00","113.976,0759","114.083,4268","113.827,8293","113.884,0607","104.710,0000"
"05/12/2022","10:45:00","114.308,3527","114.379,9200","113.930,0683","113.976,0759","104.710,0000"
"05/12/2022","10:40:00","114.395,2559","114.446,3754","114.180,5539","114.313,4647","104.710,0000"
"05/12/2022","10:35:00","114.507,7188","114.574,1742","114.293,0169","114.395,2559","104.710,0000"
"05/12/2022","10:30:00","114.661,0774","114.732,6447","114.344,1364","114.502,6069","104.710,0000"
"05/12/2022","10:25:00","114.696,8610","114.783,7642","114.615,0698","114.655,9654","104.710,0000"
"05/12/2022","10:20:00","114.543,5025","114.742,8686","114.451,4874","114.701,9730","104.710,0000"
"05/12/2022","10:15:00","114.446,3754","114.594,6220","114.359,4722","114.548,6144","104.710,0000"
"05/12/2022","10:10:00","114.318,5766","114.517,9427","114.257,2332","114.451,4874","104.710,0000"
"05/12/2022","10:05:00","114.247,0093","114.349,2483","114.068,0910","114.323,6886","104.710,0000"
"05/12/2022","10:00:00","114.211,2256","114.410,5918","114.103,8746","114.241,8973","104.710,0000"
"05/12/2022","09:55:00","114.272,5691","114.339,0244","114.180,5539","114.206,1137","104.710,0000"
"05/12/2022","09:50:00","114.257,2332","114.313,4647","114.185,6659","114.272,5691","104.710,0000"
"05/12/2022","09:45:00","114.272,5691","114.344,1364","114.206,1137","114.252,1212","104.710,0000"
"05/12/2022","09:40:00","114.226,5615","114.354,3603","114.175,4420","114.272,5691","104.710,0000"
"05/12/2022","09:35:00","114.216,3376","114.323,6886","114.190,7778","114.231,6734","104.710,0000"
"05/12/2022","09:30:00","114.441,2635","114.502,6069","114.190,7778","114.221,4495","104.710,0000"
"05/12/2022","09:25:00","114.339,0244","114.528,1666","114.333,9125","114.446,3754","104.710,0000"
"05/12/2022","09:20:00","114.303,2408","114.502,6069","114.262,3452","114.339,0244","104.710,0000"
"05/12/2022","09:15:00","114.415,7037","114.461,7113","114.231,6734","114.298,1288","104.710,0000"
"05/12/2022","09:10:00","114.379,9200","114.538,3905","114.293,0169","114.415,7037","104.710,0000"
"05/12/2022","09:05:00","114.932,0108","114.952,4586","114.333,9125","114.379,9200","104.710,0000"
"05/12/2022","09:00:00","115.340,9670","115.366,5267","114.906,4511","114.932,0108","104.710,0000"
"02/12/2022","18:30:00","114.747,9806","114.747,9806","114.747,9806","114.747,9806","104.710,0000"
"02/12/2022","18:20:00","114.819,5479","114.901,3391","114.788,8762","114.788,8762","104.710,0000"
"02/12/2022","18:15:00","114.824,6598","114.921,7869","114.778,6523","114.814,4359","104.710,0000"
"02/12/2022","18:10:00","114.773,5403","114.967,7945","114.763,3164","114.824,6598","104.710,0000"
"02/12/2022","18:05:00","114.819,5479","114.845,1076","114.737,7567","114.773,5403","104.710,0000"
"02/12/2022","18:00:00","114.870,6674","114.901,3391","114.778,6523","114.819,5479","104.710,0000"
"02/12/2022","17:55:00","114.880,8913","114.880,8913","114.768,4284","114.870,6674","104.710,0000"
"02/12/2022","17:50:00","114.793,9881","114.911,5630","114.763,3164","114.880,8913","104.710,0000"
"02/12/2022","17:45:00","114.804,2120","114.819,5479","114.763,3164","114.788,8762","104.710,0000"
"02/12/2022","17:40:00","114.763,3164","114.819,5479","114.742,8686","114.809,3240","104.710,0000"
"02/12/2022","17:35:00","114.875,7794","114.901,3391","114.696,8610","114.758,2045","104.710,0000"
"02/12/2022","17:30:00","114.921,7869","114.942,2347","114.839,9957","114.875,7794","104.710,0000"
"02/12/2022","17:25:00","114.911,5630","114.967,7945","114.886,0033","114.921,7869","104.710,0000"
"02/12/2022","17:20:00","114.911,5630","114.972,9064","114.855,3316","114.906,4511","104.710,0000"
"02/12/2022","17:15:00","114.875,7794","114.978,0184","114.834,8837","114.911,5630","104.710,0000"
"02/12/2022","17:10:00","114.926,8989","114.932,0108","114.845,1076","114.880,8913","104.710,0000"
"02/12/2022","17:05:00","114.942,2347","114.993,3542","114.865,5555","114.926,8989","104.710,0000"
"02/12/2022","17:00:00","115.105,8172","115.126,2650","114.932,0108","114.942,2347","104.710,0000"
"02/12/2022","16:55:00","115.008,6901","115.141,6008","114.998,4662","115.100,7052","104.710,0000"
"02/12/2022","16:50:00","114.993,3542","115.039,3618","114.926,8989","115.008,6901","104.710,0000"
"02/12/2022","16:45:00","114.988,2423","115.054,6977","114.880,8913","114.998,4662","104.710,0000"
"02/12/2022","16:40:00","115.049,5857","115.105,8172","114.983,1303","114.988,2423","104.710,0000"
"02/12/2022","16:35:00","115.064,9216","115.116,0411","114.962,6825","115.049,5857","104.710,0000"
"02/12/2022","16:30:00","115.177,3845","115.202,9443","115.003,5782","115.064,9216","104.710,0000"
"02/12/2022","16:25:00","115.156,9367","115.197,8323","115.105,8172","115.182,4965","104.710,0000"
"02/12/2022","16:20:00","115.172,2726","115.208,0562","115.059,8096","115.151,8248","104.710,0000"
"02/12/2022","16:15:00","115.085,3694","115.218,2801","115.064,9216","115.167,1606","104.710,0000"
"02/12/2022","16:10:00","115.177,3845","115.182,4965","114.952,4586","115.090,4813","104.710,0000"
"02/12/2022","16:05:00","115.156,9367","115.228,5040","115.070,0335","115.182,4965","104.710,0000"
"02/12/2022","16:00:00","115.013,8021","115.218,2801","114.947,3467","115.156,9367","104.710,0000"
"02/12/2022","15:55:00","115.151,8248","115.162,0487","114.967,7945","115.013,8021","104.710,0000"
"02/12/2022","15:50:00","115.044,4738","115.192,7204","114.937,1228","115.151,8248","104.710,0000"
"02/12/2022","15:45:00","115.233,6160","115.254,0638","115.034,2499","115.044,4738","104.710,0000"
"02/12/2022","15:40:00","115.213,1682","115.289,8475","115.146,7128","115.238,7279","104.710,0000"
"02/12/2022","15:35:00","115.289,8475","115.325,6311","115.182,4965","115.208,0562","104.710,0000"
"02/12/2022","15:30:00","115.427,8701","115.453,4299","115.238,7279","115.289,8475","104.710,0000"
"02/12/2022","15:25:00","115.514,7733","115.545,4450","115.351,1909","115.427,8701","104.710,0000"
"02/12/2022","15:20:00","115.402,3104","115.535,2211","115.366,5267","115.514,7733","104.710,0000"
"02/12/2022","15:15:00","115.438,0941","115.478,9897","115.284,7355","115.407,4223","104.710,0000"
"02/12/2022","15:10:00","115.642,5721","115.642,5721","115.402,3104","115.438,0941","104.710,0000"
"02/12/2022","15:05:00","115.714,1394","115.739,6992","115.601,6765","115.637,4602","104.710,0000"
"02/12/2022","15:00:00","115.719,2514","115.852,1621","115.642,5721","115.719,2514","104.710,0000"
"02/12/2022","14:55:00","115.734,5873","115.780,5948","115.663,0199","115.714,1394","104.710,0000"
"02/12/2022","14:50:00","115.637,4602","115.775,4829","115.637,4602","115.734,5873","104.710,0000"
"02/12/2022","14:45:00","115.524,9972","115.683,4677","115.478,9897","115.637,4602","104.710,0000"
"02/12/2022","14:40:00","115.663,0199","115.668,1319","115.463,6538","115.519,8853","104.710,0000"
"02/12/2022","14:35:00","116.010,6326","116.036,1924","115.647,6841","115.663,0199","104.710,0000"
"02/12/2022","14:30:00","115.974,8490","116.031,0805","115.923,7295","116.010,6326","104.710,0000"
"02/12/2022","14:25:00","116.077,0880","116.117,9836","115.964,6251","115.979,9609","104.710,0000"
"02/12/2022","14:20:00","115.979,9609","116.107,7597","115.969,7370","116.082,2000","104.710,0000"
"02/12/2022","14:15:00","116.107,7597","116.123,0956","115.974,8490","115.985,0729","104.710,0000"
"02/12/2022","14:10:00","116.077,0880","116.123,0956","115.985,0729","116.112,8717","104.710,0000"
"02/12/2022","14:05:00","115.918,6175","116.148,6553","115.903,2817","116.077,0880","104.710,0000"
"02/12/2022","14:00:00","115.744,8112","116.015,7446","115.734,5873","115.918,6175","104.710,0000"
"02/12/2022","13:55:00","115.785,7068","115.908,3936","115.729,4753","115.749,9231","104.710,0000"
"02/12/2022","13:50:00","115.760,1470","115.806,1546","115.637,4602","115.785,7068","104.710,0000"
"02/12/2022","13:45:00","115.893,0578","116.107,7597","115.749,9231","115.760,1470","104.710,0000"
"02/12/2022","13:40:00","115.795,9307","115.903,2817","115.765,2590","115.893,0578","104.710,0000"
"02/12/2022","13:35:00","115.606,7885","115.857,2741","115.596,5646","115.795,9307","104.710,0000"
"02/12/2022","13:30:00","115.560,7809","115.683,4677","115.514,7733","115.606,7885","104.710,0000"
"02/12/2022","13:25:00","115.478,9897","115.622,1243","115.453,4299","115.565,8928","104.710,0000"
"02/12/2022","13:20:00","115.458,5419","115.545,4450","115.376,7506","115.478,9897","104.710,0000"
"02/12/2022","13:15:00","115.509,6614","115.591,4526","115.407,4223","115.463,6538","104.710,0000"
"02/12/2022","13:10:00","115.310,2953","115.565,8928","115.289,8475","115.514,7733","104.710,0000"
"02/12/2022","13:05:00","115.156,9367","115.340,9670","115.151,8248","115.305,1833","104.710,0000"
"02/12/2022","13:00:00","115.151,8248","115.187,6084","114.998,4662","115.162,0487","104.710,0000"
"02/12/2022","12:55:00","115.156,9367","115.228,5040","115.075,1455","115.156,9367","104.710,0000"
"02/12/2022","12:50:00","115.412,5343","115.412,5343","115.080,2574","115.151,8248","104.710,0000"
"02/12/2022","12:45:00","115.519,8853","115.622,1243","115.381,8626","115.412,5343","104.710,0000"
"02/12/2022","12:40:00","115.632,3482","115.719,2514","115.432,9821","115.519,8853","104.710,0000"
"02/12/2022","12:35:00","115.893,0578","115.898,1697","115.565,8928","115.627,2363","104.710,0000"
"02/12/2022","12:30:00","115.933,9534","115.969,7370","115.760,1470","115.893,0578","104.710,0000"
"02/12/2022","12:25:00","115.862,3860","115.985,0729","115.795,9307","115.933,9534","104.710,0000"
"02/12/2022","12:20:00","115.944,1773","115.964,6251","115.770,3709","115.862,3860","104.710,0000"
"02/12/2022","12:15:00","116.005,5207","116.071,9761","115.795,9307","115.944,1773","104.710,0000"
"02/12/2022","12:10:00","115.964,6251","116.020,8565","115.836,8263","116.005,5207","104.710,0000"
"02/12/2022","12:05:00","116.184,4390","116.215,1107","115.923,7295","115.964,6251","104.710,0000"
"02/12/2022","12:00:00","116.634,2908","116.634,2908","116.174,2151","116.184,4390","104.710,0000"
"02/12/2022","11:55:00","116.537,1637","116.756,9776","116.409,3649","116.629,1788","104.710,0000"
"02/12/2022","11:50:00","116.123,0956","116.547,3876","116.061,7522","116.537,1637","104.710,0000"
"02/12/2022","11:45:00","116.046,4163","116.179,3271","115.954,4012","116.123,0956","104.710,0000"
"02/12/2022","11:40:00","115.990,1848","116.256,0063","115.969,7370","116.046,4163","104.710,0000"
"02/12/2022","11:35:00","115.739,6992","116.128,2075","115.729,4753","115.985,0729","104.710,0000"
"02/12/2022","11:30:00","115.238,7279","115.765,2590","115.233,6160","115.744,8112","104.710,0000"
"02/12/2022","11:25:00","115.453,4299","115.473,8777","115.197,8323","115.233,6160","104.710,0000"
"02/12/2022","11:20:00","115.100,7052","115.494,3255","115.024,0260","115.458,5419","104.710,0000"
"02/12/2022","11:15:00","114.850,2196","115.105,8172","114.722,4208","115.105,8172","104.710,0000"
"02/12/2022","11:10:00","114.855,3316","115.044,4738","114.742,8686","114.850,2196","104.710,0000"
"02/12/2022","11:05:00","114.333,9125","114.860,4435","114.247,0093","114.850,2196","104.710,0000"
"02/12/2022","11:00:00","113.945,4041","114.446,3754","113.904,5085","114.328,8005","104.710,0000"
"02/12/2022","10:55:00","113.602,9034","114.057,8671","113.541,5600","113.935,1802","104.710,0000"
"02/12/2022","10:50:00","113.178,6114","113.659,1348","113.107,0441","113.602,9034","104.710,0000"
"02/12/2022","10:45:00","112.979,2453","113.188,8353","112.917,9018","113.183,7233","104.710,0000"
"02/12/2022","10:40:00","112.907,6779","113.055,9245","112.856,5584","112.979,2453","104.710,0000"
"02/12/2022","10:35:00","113.306,4102","113.342,1938","112.692,9760","112.907,6779","104.710,0000"
"02/12/2022","10:30:00","114.154,9942","114.185,6659","113.050,8126","113.311,5221","104.710,0000"
"02/12/2022","10:25:00","114.006,7476","114.369,6961","113.863,6129","114.160,1061","104.710,0000"
"02/12/2022","10:20:00","114.149,8822","114.149,8822","113.991,4117","114.006,7476","104.710,0000"
"02/12/2022","10:15:00","114.124,3225","114.216,3376","114.057,8671","114.149,8822","104.710,0000"
"02/12/2022","10:10:00","114.057,8671","114.139,6583","113.981,1878","114.119,2105","104.710,0000"
"02/12/2022","10:05:00","114.170,3300","114.313,4647","114.052,7551","114.057,8671","104.710,0000"
"02/12/2022","10:00:00","114.262,3452","114.451,4874","114.083,4268","114.165,2181","104.710,0000"
"02/12/2022","09:55:00","114.144,7703","114.267,4571","114.114,0986","114.262,3452","104.710,0000"
"02/12/2022","09:50:00","114.216,3376","114.287,9049","114.093,6507","114.144,7703","104.710,0000"
"02/12/2022","09:45:00","114.190,7778","114.247,0093","114.052,7551","114.221,4495","104.710,0000"
"02/12/2022","09:40:00","114.287,9049","114.303,2408","114.180,5539","114.190,7778","104.710,0000"
"02/12/2022","09:35:00","114.247,0093","114.364,5842","114.180,5539","114.287,9049","104.710,0000"
"02/12/2022","09:30:00","114.282,7930","114.339,0244","114.231,6734","114.247,0093","104.710,0000"
"02/12/2022","09:25:00","114.175,4420","114.349,2483","114.139,6583","114.282,7930","104.710,0000"
"02/12/2022","09:20:00","114.405,4798","114.410,5918","114.160,1061","114.175,4420","104.710,0000"
"02/12/2022","09:15:00","114.374,8081","114.441,2635","114.262,3452","114.400,3678","104.710,0000"
"02/12/2022","09:10:00","114.436,1515","114.528,1666","114.333,9125","114.374,8081","104.710,0000"
"02/12/2022","09:05:00","114.180,5539","114.502,6069","114.103,8746","114.436,1515","104.710,0000"
"02/12/2022","09:00:00","113.996,5237","114.257,2332","113.996,5237","114.185,6659","104.710,0000"
"01/12/2022","18:30:00","114.073,2029","114.073,2029","114.073,2029","114.073,2029","104.710,0000"
"01/12/2022","18:20:00","113.924,9563","114.016,9715","113.894,2846","113.981,1878","104.710,0000"
"01/12/2022","18:15:00","113.817,6054","113.924,9563","113.792,0456","113.914,7324","104.710,0000"
"01/12/2022","18:10:00","113.807,3814","113.863,6129","113.730,7022","113.817,6054","104.710,0000"
"01/12/2022","18:05:00","113.884,0607","113.930,0683","113.786,9336","113.802,2695","104.710,0000"
"01/12/2022","18:00:00","113.996,5237","114.006,7476","113.868,7249","113.884,0607","104.710,0000"
"01/12/2022","17:55:00","114.042,5312","114.057,8671","113.960,7400","113.996,5237","104.710,0000"
"01/12/2022","17:50:00","114.032,3073","114.124,3225","114.022,0834","114.037,4193","104.710,0000"
"01/12/2022","17:45:00","114.068,0910","114.103,8746","113.996,5237","114.027,1954","104.710,0000"
"01/12/2022","17:40:00","114.037,4193","114.083,4268","113.945,4041","114.068,0910","104.710,0000"
"01/12/2022","17:35:00","114.022,0834","114.068,0910","113.981,1878","114.037,4193","104.710,0000"
"01/12/2022","17:30:00","113.965,8520","114.093,6507","113.965,8520","114.022,0834","104.710,0000"
"01/12/2022","17:25:00","113.945,4041","113.996,5237","113.884,0607","113.970,9639","104.710,0000"
"01/12/2022","17:20:00","113.884,0607","113.955,6280","113.848,2771","113.945,4041","104.710,0000"
"01/12/2022","17:15:00","113.863,6129","113.904,5085","113.812,4934","113.884,0607","104.710,0000"
"01/12/2022","17:10:00","113.950,5161","114.027,1954","113.838,0532","113.858,5010","104.710,0000"
"01/12/2022","17:05:00","113.950,5161","114.022,0834","113.924,9563","113.955,6280","104.710,0000"
"01/12/2022","17:00:00","114.042,5312","114.062,9790","113.945,4041","113.955,6280","104.710,0000"
"01/12/2022","16:55:00","114.032,3073","114.068,0910","113.884,0607","114.037,4193","104.710,0000"
"01/12/2022","16:50:00","114.175,4420","114.180,5539","114.006,7476","114.027,1954","104.710,0000"
"01/12/2022","16:45:00","114.119,2105","114.201,0017","114.083,4268","114.170,3300","104.710,0000"
"01/12/2022","16:40:00","114.027,1954","114.185,6659","114.022,0834","114.124,3225","104.710,0000"
"01/12/2022","16:35:00","114.088,5388","114.103,8746","113.960,7400","114.022,0834","104.710,0000"
"01/12/2022","16:30:00","114.098,7627","114.124,3225","113.976,0759","114.088,5388","104.710,0000"
"01/12/2022","16:25:00","113.976,0759","114.154,9942","113.960,7400","114.103,8746","104.710,0000"
"01/12/2022","16:20:00","114.088,5388","114.108,9866","113.970,9639","113.970,9639","104.710,0000"
"01/12/2022","16:15:00","114.175,4420","114.231,6734","114.068,0910","114.093,6507","104.710,0000"
"01/12/2022","16:10:00","114.093,6507","114.180,5539","114.011,8595","114.175,4420","104.710,0000"
"01/12/2022","16:05:00","114.098,7627","114.139,6583","113.945,4041","114.088,5388","104.710,0000"
"01/12/2022","16:00:00","114.083,4268","114.170,3300","114.052,7551","114.103,8746","104.710,0000"
"01/12/2022","15:55:00","113.976,0759","114.093,6507","113.914,7324","114.088,5388","104.710,0000"
"01/12/2022","15:50:00","114.057,8671","114.093,6507","113.930,0683","113.976,0759","104.710,0000"
"01/12/2022","15:45:00","113.991,4117","114.103,8746","113.976,0759","114.062,9790","104.710,0000"
"01/12/2022","15:40:00","113.899,3966","114.037,4193","113.858,5010","113.996,5237","104.710,0000"
"01/12/2022","15:35:00","113.858,5010","114.124,3225","113.822,7173","113.894,2846","104.710,0000"
"01/12/2022","15:30:00","113.740,9261","113.924,9563","113.735,8141","113.853,3890","104.710,0000"
"01/12/2022","15:25:00","113.730,7022","113.822,7173","113.720,4783","113.746,0380","104.710,0000"
"01/12/2022","15:20:00","113.674,4707","113.781,8217","113.628,4631","113.735,8141","104.710,0000"
"01/12/2022","15:15:00","113.914,7324","113.930,0683","113.643,7990","113.674,4707","104.710,0000"
"01/12/2022","15:10:00","113.848,2771","113.914,7324","113.812,4934","113.914,7324","104.710,0000"
"01/12/2022","15:05:00","113.797,1575","113.894,2846","113.771,5978","113.848,2771","104.710,0000"
"01/12/2022","15:00:00","113.776,7097","113.889,1727","113.735,8141","113.797,1575","104.710,0000"
"01/12/2022","14:55:00","113.781,8217","113.838,0532","113.674,4707","113.786,9336","104.710,0000"
"01/12/2022","14:50:00","113.822,7173","113.878,9488","113.766,4858","113.781,8217","104.710,0000"
"01/12/2022","14:45:00","113.786,9336","113.909,6205","113.781,8217","113.822,7173","104.710,0000"
"01/12/2022","14:40:00","113.894,2846","113.919,8444","113.735,8141","113.792,0456","104.710,0000"
"01/12/2022","14:35:00","113.909,6205","113.976,0759","113.817,6054","113.894,2846","104.710,0000"
"01/12/2022","14:30:00","113.838,0532","114.006,7476","113.797,1575","113.904,5085","104.710,0000"
"01/12/2022","14:25:00","113.776,7097","113.884,0607","113.776,7097","113.838,0532","104.710,0000"
"01/12/2022","14:20:00","113.725,5902","113.832,9412","113.684,6946","113.781,8217","104.710,0000"
"01/12/2022","14:15:00","113.587,5675","113.781,8217","113.582,4556","113.725,5902","104.710,0000"
"01/12/2022","14:10:00","113.444,4329","113.628,4631","113.444,4329","113.592,6795","104.710,0000"
"01/12/2022","14:05:00","113.618,2392","113.664,2468","113.388,2014","113.449,5448","104.710,0000"
"01/12/2022","14:00:00","113.735,8141","113.735,8141","113.526,2241","113.623,3512","104.710,0000"
"01/12/2022","13:55:00","113.761,3739","113.843,1651","113.684,6946","113.730,7022","104.710,0000"
